Order_ID,Order_Date,Customer_ID,Product,Category,Quantity,Sales,Discount,Profit,Region,City
ORD00596,2025-04-05,CUST0219,Keyboard,Accessories,5,255.51,0.15,44.25,East,Patna
ORD00609,2025-04-07,CUST0083,Keyboard,Accessories,5,236.22,0.1,40.8,North,Lucknow
ORD00851,2025-04-07,CUST0220,Keyboard,Accessories,5,237.13,0.1,28.7,East,Bhubaneswar
ORD00420,2025-04-08,CUST0105,Printer,Electronics,2,349.7,0.0,118.51,South,Kochi
ORD00086,2025-04-09,CUST0081,Desk,Furniture,4,876.73,0.05,262.0,West,Ahmedabad
ORD00782,2025-04-10,CUST0029,Backpack,Bags,4,214.63,0.2,33.46,West,Pune
ORD00649,2025-04-11,CUST0144,Bookshelf,Furniture,5,648.42,0.0,161.81,South,Kochi
ORD00057,2025-04-12,CUST0038,Smartphone,Electronics,1,465.55,0.0,155.99,West,Ahmedabad
ORD00215,2025-04-13,CUST0203,Pen Set,Stationery,2,15.23,0.05,4.9,West,Pune
ORD00759,2025-04-13,CUST0157,Headphones,Accessories,3,199.98,0.05,66.54,West,Mumbai
ORD00774,2025-04-14,CUST0110,Notebook,Stationery,4,43.24,0.15,9.46,North,Delhi
ORD00471,2025-04-14,CUST0092,Smartphone,Electronics,5,2375.08,0.0,507.55,East,Bhubaneswar
ORD00871,2025-04-14,CUST0128,Mouse,Accessories,2,48.96,0.15,2.08,East,Patna
ORD00287,2025-04-15,CUST0095,Desk,Furniture,1,190.83,0.2,2.88,East,Ranchi
ORD00161,2025-04-15,CUST0078,Desk,Furniture,2,473.86,0.1,141.66,West,Mumbai
ORD00577,2025-04-16,CUST0059,Webcam,Accessories,2,178.0,0.0,36.57,South,Kochi
ORD00688,2025-04-17,CUST0013,Backpack,Bags,5,316.15,0.05,72.71,North,Ghaziabad
ORD00429,2025-04-19,CUST0207,Backpack,Bags,4,283.35,0.0,98.2,South,Bengaluru
ORD00526,2025-04-19,CUST0106,Headphones,Accessories,2,125.79,0.2,5.47,North,Jaipur
ORD00153,2025-04-19,CUST0040,Pen Set,Stationery,5,36.87,0.05,8.32,North,Jaipur
ORD00396,2025-04-20,CUST0233,Webcam,Accessories,1,79.3,0.1,21.62,East,Ranchi
ORD00330,2025-04-20,CUST0053,Headphones,Accessories,4,251.41,0.15,67.77,North,Ghaziabad
ORD00775,2025-04-20,CUST0196,Mouse,Accessories,1,24.36,0.2,4.64,East,Patna
ORD00365,2025-04-21,CUST0011,Desk,Furniture,1,244.19,0.0,92.12,South,Kochi
ORD00641,2025-04-22,CUST0188,Pen Set,Stationery,3,20.94,0.05,5.51,South,Chennai
ORD00412,2025-04-24,CUST0164,Notebook,Stationery,5,61.8,0.05,8.88,North,Ghaziabad
ORD00531,2025-04-24,CUST0183,Tablet,Electronics,4,1009.08,0.0,333.77,West,Ahmedabad
ORD00084,2025-04-24,CUST0104,Bookshelf,Furniture,4,495.42,0.1,143.89,South,Kochi
ORD00378,2025-04-25,CUST0206,Notebook,Stationery,1,10.55,0.15,2.72,North,Jaipur
ORD00490,2025-04-25,CUST0217,Backpack,Bags,4,240.25,0.05,80.71,West,Pune
ORD00486,2025-04-25,CUST0141,Bookshelf,Furniture,2,270.23,0.05,91.01,East,Patna
ORD00181,2025-04-26,CUST0036,Mouse,Accessories,2,62.1,0.05,15.21,West,Pune
ORD00355,2025-04-26,CUST0133,Printer,Electronics,1,189.12,0.0,66.85,North,Delhi
ORD00644,2025-04-27,CUST0192,Bookshelf,Furniture,4,508.27,0.1,144.51,West,Ahmedabad
ORD00047,2025-04-27,CUST0058,Laptop,Electronics,2,1134.82,0.1,146.13,East,Bhubaneswar
ORD00118,2025-04-27,CUST0192,Desk,Furniture,2,398.16,0.2,60.98,North,Delhi
ORD00545,2025-04-28,CUST0107,Tablet,Electronics,3,745.03,0.15,180.85,South,Chennai
ORD00791,2025-04-28,CUST0023,Pen Set,Stationery,5,40.62,0.0,10.94,West,Pune
ORD00943,2025-04-29,CUST0130,Headphones,Accessories,3,168.92,0.2,23.49,North,Ghaziabad
ORD00292,2025-04-29,CUST0018,Laptop,Electronics,1,638.61,0.0,135.06,North,Delhi
ORD00354,2025-04-30,CUST0110,Printer,Electronics,4,584.35,0.2,29.3,South,Bengaluru
ORD00250,2025-04-30,CUST0014,Smartphone,Electronics,1,389.17,0.2,65.6,South,Chennai
ORD00401,2025-04-30,CUST0250,Bookshelf,Furniture,4,429.4,0.15,57.19,West,Mumbai
ORD00879,2025-05-01,CUST0104,Notebook,Stationery,3,26.84,0.2,1.43,East,Patna
ORD00966,2025-05-01,CUST0207,Printer,Electronics,3,507.45,0.15,83.2,North,Lucknow
ORD00785,2025-05-01,CUST0185,Smartphone,Electronics,2,897.31,0.0,320.15,North,Ghaziabad
ORD00028,2025-05-02,CUST0043,Bookshelf,Furniture,5,710.97,0.0,138.45,North,Delhi
ORD00193,2025-05-03,CUST0108,Notebook,Stationery,1,10.8,0.05,3.47,South,Kochi
ORD00938,2025-05-05,CUST0052,Pen Set,Stationery,4,26.03,0.1,5.5,South,Kochi
ORD00076,2025-05-05,CUST0027,Pen Set,Stationery,2,16.29,0.0,3.48,East,Ranchi
ORD00740,2025-05-06,CUST0121,Bookshelf,Furniture,5,653.04,0.0,168.48,West,Surat
ORD00369,2025-05-06,CUST0023,Printer,Electronics,4,663.14,0.2,109.65,North,Jaipur
ORD00397,2025-05-06,CUST0166,Tablet,Electronics,4,1015.76,0.0,260.2,West,Ahmedabad
ORD00080,2025-05-06,CUST0213,Bookshelf,Furniture,4,423.69,0.2,61.19,East,Ranchi
ORD00289,2025-05-06,CUST0128,Backpack,Bags,2,125.58,0.0,38.18,East,Patna
ORD00676,2025-05-06,CUST0133,Printer,Electronics,4,728.73,0.1,219.84,North,Delhi
ORD00381,2025-05-06,CUST0039,Office Chair,Furniture,2,311.07,0.2,10.85,West,Surat
ORD00895,2025-05-08,CUST0133,Laptop,Electronics,3,1880.59,0.05,609.38,East,Bhubaneswar
ORD00606,2025-05-08,CUST0042,Monitor,Electronics,2,426.27,0.1,91.21,North,Jaipur
ORD00613,2025-05-09,CUST0210,Keyboard,Accessories,5,231.74,0.1,25.97,East,Kolkata
ORD00312,2025-05-09,CUST0242,Tablet,Electronics,4,1060.64,0.05,351.25,East,Patna
ORD00761,2025-05-09,CUST0199,Smartphone,Electronics,1,411.56,0.0,109.36,East,Patna
ORD00929,2025-05-10,CUST0091,Laptop,Electronics,4,2581.62,0.0,609.1,North,Lucknow
ORD00468,2025-05-10,CUST0122,Smartphone,Electronics,1,400.49,0.1,113.6,North,Delhi
ORD00890,2025-05-11,CUST0078,Pen Set,Stationery,4,25.97,0.1,2.54,North,Ghaziabad
ORD00192,2025-05-12,CUST0056,Notebook,Stationery,4,36.76,0.15,9.26,South,Kochi
ORD00474,2025-05-12,CUST0165,Office Chair,Furniture,5,940.24,0.0,338.24,South,Bengaluru
ORD00082,2025-05-13,CUST0088,Mouse,Accessories,3,89.78,0.0,27.75,North,Lucknow
ORD00881,2025-05-13,CUST0203,Desk,Furniture,1,223.65,0.0,78.88,East,Ranchi
ORD00520,2025-05-13,CUST0105,Laptop,Electronics,5,3298.73,0.0,1103.33,South,Hyderabad
ORD00454,2025-05-13,CUST0186,Desk,Furniture,5,1150.51,0.0,328.87,West,Pune
ORD00899,2025-05-14,CUST0039,Office Chair,Furniture,2,352.87,0.0,103.82,South,Hyderabad
ORD00896,2025-05-14,CUST0045,Webcam,Accessories,3,228.51,0.1,33.76,South,Kochi
ORD00286,2025-05-14,CUST0093,Monitor,Electronics,4,797.33,0.1,184.4,West,Ahmedabad
ORD00070,2025-05-14,CUST0098,Backpack,Bags,4,279.08,0.0,95.91,North,Delhi
ORD00947,2025-05-14,CUST0092,Office Chair,Furniture,2,278.28,0.15,74.11,West,Pune
ORD00583,2025-05-15,CUST0061,Headphones,Accessories,3,205.09,0.15,46.46,North,Jaipur
ORD00425,2025-05-15,CUST0113,Desk,Furniture,3,631.07,0.1,133.81,East,Bhubaneswar
ORD00903,2025-05-15,CUST0061,Printer,Electronics,2,362.0,0.1,110.3,South,Kochi
ORD00541,2025-05-15,CUST0149,Printer,Electronics,5,810.11,0.2,13.19,West,Mumbai
ORD00910,2025-05-15,CUST0157,Laptop,Electronics,3,1516.5,0.2,178.15,South,Kochi
ORD00539,2025-05-16,CUST0095,Webcam,Accessories,1,89.45,0.0,29.85,East,Patna
ORD00223,2025-05-16,CUST0167,Notebook,Stationery,1,13.08,0.0,2.96,North,Delhi
ORD00640,2025-05-16,CUST0094,Bookshelf,Furniture,1,128.97,0.0,44.98,West,Pune
ORD00901,2025-05-17,CUST0074,Printer,Electronics,2,285.95,0.2,-3.29,East,Kolkata
ORD00097,2025-05-17,CUST0212,Printer,Electronics,1,152.61,0.15,35.94,South,Kochi
ORD00477,2025-05-18,CUST0225,Notebook,Stationery,3,36.9,0.05,5.4,South,Chennai
ORD00610,2025-05-18,CUST0033,Laptop,Electronics,5,3045.86,0.0,1095.13,South,Bengaluru
ORD00437,2025-05-18,CUST0187,Smartphone,Electronics,3,1067.71,0.2,19.8,South,Chennai
ORD00779,2025-05-19,CUST0134,Printer,Electronics,4,562.63,0.2,106.47,West,Surat
ORD00079,2025-05-19,CUST0158,Notebook,Stationery,4,50.24,0.0,9.39,East,Bhubaneswar
ORD00009,2025-05-19,CUST0237,Printer,Electronics,5,721.21,0.2,78.92,North,Ghaziabad
ORD00799,2025-05-19,CUST0179,Printer,Electronics,3,439.22,0.15,74.83,North,Lucknow
ORD00249,2025-05-20,CUST0036,Keyboard,Accessories,2,89.22,0.15,12.34,East,Bhubaneswar
ORD00188,2025-05-20,CUST0116,Notebook,Stationery,5,57.42,0.0,13.06,West,Mumbai
ORD00601,2025-05-20,CUST0141,Laptop,Electronics,4,2562.29,0.1,489.35,West,Ahmedabad
ORD00886,2025-05-21,CUST0113,Notebook,Stationery,4,44.59,0.0,15.39,East,Bhubaneswar
ORD00446,2025-05-21,CUST0109,Laptop,Electronics,5,3218.87,0.05,637.43,South,Hyderabad
ORD00569,2025-05-22,CUST0058,Pen Set,Stationery,5,32.97,0.15,1.45,North,Jaipur
ORD00617,2025-05-22,CUST0150,Printer,Electronics,2,300.0,0.2,66.37,South,Bengaluru
ORD00662,2025-05-22,CUST0208,Mouse,Accessories,3,98.93,0.0,18.23,West,Ahmedabad
ORD00434,2025-05-22,CUST0104,Headphones,Accessories,4,260.56,0.15,68.21,West,Surat
ORD00844,2025-05-23,CUST0243,Smartphone,Electronics,2,698.62,0.2,141.33,South,Chennai
ORD00154,2025-05-23,CUST0147,Printer,Electronics,1,192.97,0.05,52.1,East,Bhubaneswar
ORD00245,2025-05-23,CUST0143,Desk,Furniture,3,610.06,0.15,27.65,West,Ahmedabad
ORD00048,2025-05-23,CUST0090,Laptop,Electronics,3,1987.49,0.05,285.82,South,Kochi
ORD00980,2025-05-23,CUST0166,Monitor,Electronics,5,1200.78,0.0,242.55,East,Patna
ORD00744,2025-05-23,CUST0065,Keyboard,Accessories,4,203.58,0.0,74.23,North,Jaipur
ORD00544,2025-05-24,CUST0055,Office Chair,Furniture,4,681.12,0.0,188.73,North,Ghaziabad
ORD00316,2025-05-24,CUST0210,Headphones,Accessories,4,269.38,0.15,52.23,West,Ahmedabad
ORD00137,2025-05-24,CUST0009,Backpack,Bags,1,59.85,0.1,6.13,South,Kochi
ORD00902,2025-05-25,CUST0187,Webcam,Accessories,2,163.9,0.1,29.13,East,Ranchi
ORD00176,2025-05-25,CUST0100,Webcam,Accessories,5,369.18,0.15,68.28,East,Ranchi
ORD00529,2025-05-26,CUST0159,Webcam,Accessories,3,263.74,0.0,87.85,East,Patna
ORD00443,2025-05-26,CUST0008,Desk,Furniture,2,478.71,0.05,96.87,West,Ahmedabad
ORD00954,2025-05-27,CUST0130,Monitor,Electronics,1,234.73,0.0,66.96,East,Ranchi
ORD00126,2025-05-27,CUST0199,Keyboard,Accessories,5,219.86,0.2,-0.22,North,Delhi
ORD00098,2025-05-28,CUST0113,Tablet,Electronics,2,542.11,0.05,94.24,North,Delhi
ORD00106,2025-05-28,CUST0113,Bookshelf,Furniture,1,123.94,0.0,43.85,East,Ranchi
ORD00811,2025-05-28,CUST0198,Keyboard,Accessories,2,98.79,0.05,26.58,South,Hyderabad
ORD00536,2025-05-29,CUST0035,Desk,Furniture,3,612.14,0.1,85.41,East,Bhubaneswar
ORD00742,2025-05-29,CUST0043,Office Chair,Furniture,4,747.01,0.05,133.96,East,Patna
ORD00095,2025-05-30,CUST0009,Tablet,Electronics,1,249.51,0.1,44.7,North,Ghaziabad
ORD00605,2025-05-30,CUST0153,Keyboard,Accessories,4,190.06,0.1,26.78,East,Kolkata
ORD00952,2025-05-30,CUST0182,Desk,Furniture,1,259.73,0.0,90.54,North,Ghaziabad
ORD00015,2025-05-31,CUST0112,Keyboard,Accessories,5,275.28,0.05,75.91,North,Delhi
ORD00513,2025-05-31,CUST0056,Headphones,Accessories,2,154.9,0.0,48.61,North,Jaipur
ORD00451,2025-06-01,CUST0067,Notebook,Stationery,2,17.38,0.2,1.75,East,Patna
ORD00524,2025-06-02,CUST0174,Desk,Furniture,4,782.54,0.15,95.0,South,Chennai
ORD00111,2025-06-02,CUST0215,Smartphone,Electronics,3,1094.07,0.15,295.38,West,Surat
ORD00238,2025-06-03,CUST0122,Notebook,Stationery,5,51.33,0.15,5.33,West,Ahmedabad
ORD00874,2025-06-03,CUST0111,Headphones,Accessories,1,63.88,0.2,6.31,South,Hyderabad
ORD00927,2025-06-03,CUST0039,Printer,Electronics,4,626.43,0.1,83.31,North,Jaipur
ORD00691,2025-06-03,CUST0083,Keyboard,Accessories,5,283.79,0.05,93.01,South,Kochi
ORD00996,2025-06-03,CUST0023,Notebook,Stationery,1,12.57,0.0,3.36,South,Hyderabad
ORD00134,2025-06-04,CUST0167,Desk,Furniture,1,204.44,0.2,-0.48,West,Pune
ORD00827,2025-06-04,CUST0214,Office Chair,Furniture,2,310.36,0.1,62.72,South,Chennai
ORD00224,2025-06-04,CUST0124,Monitor,Electronics,4,710.42,0.2,45.84,East,Kolkata
ORD00964,2025-06-05,CUST0186,Printer,Electronics,1,164.49,0.15,35.17,South,Bengaluru
ORD00171,2025-06-05,CUST0204,Printer,Electronics,2,312.47,0.1,66.51,West,Ahmedabad
ORD00463,2025-06-06,CUST0043,Monitor,Electronics,3,607.56,0.0,169.71,South,Hyderabad
ORD00603,2025-06-07,CUST0094,Desk,Furniture,4,771.47,0.15,192.5,West,Ahmedabad
ORD00239,2025-06-07,CUST0204,Notebook,Stationery,3,26.55,0.2,3.21,North,Jaipur
ORD00307,2025-06-07,CUST0114,Tablet,Electronics,4,1034.36,0.05,339.38,East,Bhubaneswar
ORD00410,2025-06-07,CUST0188,Mouse,Accessories,2,48.85,0.2,8.85,South,Hyderabad
ORD00684,2025-06-07,CUST0080,Notebook,Stationery,2,25.29,0.0,9.35,South,Chennai
ORD00888,2025-06-07,CUST0006,Headphones,Accessories,3,218.83,0.0,51.83,East,Bhubaneswar
ORD00704,2025-06-07,CUST0181,Desk,Furniture,2,376.73,0.15,32.59,South,Kochi
ORD00018,2025-06-07,CUST0062,Laptop,Electronics,1,705.78,0.0,144.16,West,Surat
ORD00455,2025-06-07,CUST0108,Bookshelf,Furniture,1,126.24,0.0,29.18,South,Hyderabad
ORD00178,2025-06-08,CUST0248,Keyboard,Accessories,1,48.28,0.15,2.65,South,Hyderabad
ORD00367,2025-06-08,CUST0021,Webcam,Accessories,5,369.63,0.15,75.88,East,Kolkata
ORD00379,2025-06-09,CUST0084,Desk,Furniture,1,231.81,0.1,32.27,North,Lucknow
ORD00315,2025-06-10,CUST0046,Backpack,Bags,3,180.58,0.15,40.33,South,Hyderabad
ORD00885,2025-06-10,CUST0085,Notebook,Stationery,1,12.24,0.0,2.76,West,Surat
ORD00333,2025-06-10,CUST0031,Notebook,Stationery,3,31.15,0.15,3.5,East,Bhubaneswar
ORD00960,2025-06-10,CUST0233,Desk,Furniture,4,798.84,0.2,5.28,West,Surat
ORD00482,2025-06-10,CUST0004,Pen Set,Stationery,4,26.18,0.1,6.62,East,Kolkata
ORD00242,2025-06-10,CUST0108,Notebook,Stationery,5,44.25,0.2,9.74,South,Bengaluru
ORD00639,2025-06-11,CUST0006,Backpack,Bags,3,187.21,0.0,62.83,North,Ghaziabad
ORD00869,2025-06-12,CUST0097,Notebook,Stationery,3,37.41,0.0,9.82,East,Ranchi
ORD00887,2025-06-12,CUST0140,Headphones,Accessories,4,248.61,0.15,11.77,West,Mumbai
ORD00246,2025-06-12,CUST0123,Keyboard,Accessories,3,124.27,0.2,6.06,South,Hyderabad
ORD00732,2025-06-12,CUST0183,Notebook,Stationery,2,22.47,0.1,5.02,West,Mumbai
ORD00694,2025-06-12,CUST0067,Smartphone,Electronics,5,1723.39,0.2,125.45,North,Lucknow
ORD00667,2025-06-12,CUST0018,Webcam,Accessories,2,147.78,0.2,-0.63,South,Kochi
ORD00413,2025-06-13,CUST0043,Backpack,Bags,2,129.56,0.05,38.51,North,Lucknow
ORD00816,2025-06-13,CUST0040,Keyboard,Accessories,4,208.63,0.1,20.96,North,Delhi
ORD00377,2025-06-13,CUST0070,Notebook,Stationery,2,21.65,0.05,3.34,North,Lucknow
ORD00984,2025-06-14,CUST0103,Bookshelf,Furniture,5,536.4,0.1,103.28,South,Chennai
ORD00998,2025-06-14,CUST0088,Bookshelf,Furniture,3,309.05,0.2,50.54,West,Ahmedabad
ORD00497,2025-06-14,CUST0130,Backpack,Bags,1,60.34,0.1,10.64,South,Chennai
ORD00277,2025-06-14,CUST0061,Desk,Furniture,5,1157.66,0.05,213.85,West,Pune
ORD00252,2025-06-14,CUST0074,Tablet,Electronics,4,842.14,0.2,-13.46,East,Ranchi
ORD00988,2025-06-15,CUST0067,Laptop,Electronics,4,2506.42,0.0,745.5,North,Jaipur
ORD00350,2025-06-15,CUST0213,Notebook,Stationery,2,23.0,0.1,4.62,North,Lucknow
ORD00698,2025-06-15,CUST0197,Laptop,Electronics,3,1875.03,0.0,522.5,South,Hyderabad
ORD00615,2025-06-15,CUST0041,Office Chair,Furniture,4,671.51,0.1,162.34,North,Ghaziabad
ORD00104,2025-06-15,CUST0030,Office Chair,Furniture,5,891.87,0.0,282.81,West,Surat
ORD00431,2025-06-16,CUST0220,Notebook,Stationery,1,11.73,0.0,3.52,West,Ahmedabad
ORD00987,2025-06-16,CUST0047,Bookshelf,Furniture,3,363.54,0.1,108.34,North,Ghaziabad
ORD00309,2025-06-16,CUST0222,Headphones,Accessories,1,72.02,0.05,15.96,North,Delhi
ORD00719,2025-06-16,CUST0117,Pen Set,Stationery,2,13.87,0.2,1.98,West,Surat
ORD00256,2025-06-19,CUST0042,Office Chair,Furniture,5,773.2,0.1,101.58,East,Bhubaneswar
ORD00892,2025-06-20,CUST0184,Bookshelf,Furniture,1,116.32,0.1,25.51,North,Jaipur
ORD00825,2025-06-21,CUST0017,Notebook,Stationery,2,22.68,0.05,3.73,North,Ghaziabad
ORD00683,2025-06-21,CUST0145,Headphones,Accessories,5,306.71,0.1,83.77,South,Kochi
ORD00255,2025-06-21,CUST0073,Pen Set,Stationery,1,7.7,0.05,2.5,West,Mumbai
ORD00004,2025-06-22,CUST0027,Bookshelf,Furniture,3,344.97,0.05,50.31,South,Kochi
ORD00647,2025-06-22,CUST0022,Backpack,Bags,4,261.15,0.05,82.58,North,Ghaziabad
ORD00464,2025-06-22,CUST0112,Smartphone,Electronics,3,1270.36,0.1,226.86,North,Jaipur
ORD00068,2025-06-22,CUST0172,Webcam,Accessories,2,159.43,0.05,54.41,South,Kochi
ORD00619,2025-06-23,CUST0239,Tablet,Electronics,2,559.99,0.0,135.97,West,Mumbai
ORD00572,2025-06-23,CUST0247,Bookshelf,Furniture,4,440.55,0.15,93.99,West,Surat
ORD00130,2025-06-23,CUST0206,Mouse,Accessories,3,88.57,0.1,21.74,West,Pune
ORD00908,2025-06-23,CUST0225,Mouse,Accessories,5,142.81,0.0,39.88,South,Bengaluru
ORD00963,2025-06-24,CUST0194,Headphones,Accessories,2,150.35,0.0,47.74,South,Hyderabad
ORD00663,2025-06-24,CUST0230,Laptop,Electronics,1,602.13,0.15,130.97,West,Surat
ORD00090,2025-06-24,CUST0048,Bookshelf,Furniture,1,105.73,0.15,16.7,East,Kolkata
ORD00790,2025-06-25,CUST0057,Laptop,Electronics,1,580.15,0.1,158.42,West,Pune
ORD00809,2025-06-25,CUST0168,Monitor,Electronics,2,384.82,0.15,66.85,North,Delhi
ORD00498,2025-06-25,CUST0249,Pen Set,Stationery,5,33.68,0.2,5.27,East,Ranchi
ORD00611,2025-06-25,CUST0108,Webcam,Accessories,2,158.12,0.0,44.47,East,Kolkata
ORD00575,2025-06-25,CUST0020,Notebook,Stationery,3,35.27,0.0,8.12,West,Pune
ORD00839,2025-06-25,CUST0045,Mouse,Accessories,2,58.21,0.1,10.38,West,Ahmedabad
ORD00500,2025-06-26,CUST0236,Notebook,Stationery,2,24.6,0.0,7.92,West,Pune
ORD00590,2025-06-26,CUST0006,Mouse,Accessories,3,77.38,0.15,6.19,West,Ahmedabad
ORD00433,2025-06-26,CUST0225,Tablet,Electronics,5,1480.01,0.0,305.63,North,Delhi
ORD00748,2025-06-26,CUST0014,Headphones,Accessories,4,246.6,0.2,42.48,East,Bhubaneswar
ORD00226,2025-06-26,CUST0250,Office Chair,Furniture,5,866.26,0.0,204.72,South,Hyderabad
ORD00371,2025-06-27,CUST0134,Tablet,Electronics,2,404.22,0.2,40.79,North,Delhi
ORD00303,2025-06-27,CUST0014,Pen Set,Stationery,2,13.37,0.2,1.33,West,Surat
ORD00332,2025-06-28,CUST0091,Printer,Electronics,5,874.03,0.1,157.9,East,Patna
ORD00072,2025-06-29,CUST0058,Notebook,Stationery,1,9.68,0.2,-0.24,North,Lucknow
ORD00296,2025-07-01,CUST0069,Pen Set,Stationery,2,16.38,0.0,5.4,North,Ghaziabad
ORD00025,2025-07-01,CUST0109,Office Chair,Furniture,4,661.58,0.0,164.2,South,Kochi
ORD00906,2025-07-01,CUST0156,Smartphone,Electronics,1,464.36,0.05,115.27,North,Delhi
ORD00833,2025-07-02,CUST0013,Mouse,Accessories,3,84.12,0.05,13.06,South,Bengaluru
ORD00390,2025-07-02,CUST0102,Printer,Electronics,2,335.61,0.05,66.33,West,Mumbai
ORD00731,2025-07-03,CUST0029,Keyboard,Accessories,5,247.55,0.0,66.34,North,Jaipur
ORD00968,2025-07-04,CUST0117,Tablet,Electronics,1,266.88,0.05,81.89,East,Bhubaneswar
ORD00849,2025-07-04,CUST0181,Headphones,Accessories,1,62.24,0.1,17.48,North,Jaipur
ORD00105,2025-07-05,CUST0160,Bookshelf,Furniture,5,574.85,0.1,154.88,East,Kolkata
ORD00264,2025-07-05,CUST0020,Printer,Electronics,5,954.85,0.0,261.98,South,Chennai
ORD00180,2025-07-05,CUST0005,Bookshelf,Furniture,5,668.98,0.0,197.56,West,Pune
ORD00006,2025-07-05,CUST0148,Smartphone,Electronics,5,2278.32,0.05,494.75,East,Kolkata
ORD00128,2025-07-06,CUST0188,Notebook,Stationery,1,12.06,0.05,4.11,South,Bengaluru
ORD00209,2025-07-07,CUST0093,Laptop,Electronics,1,593.74,0.0,133.17,South,Kochi
ORD00865,2025-07-07,CUST0090,Headphones,Accessories,3,203.77,0.0,75.6,West,Ahmedabad
ORD00232,2025-07-07,CUST0196,Office Chair,Furniture,1,150.14,0.1,37.89,West,Mumbai
ORD00629,2025-07-07,CUST0057,Notebook,Stationery,5,53.05,0.15,11.16,East,Ranchi
ORD00801,2025-07-07,CUST0045,Pen Set,Stationery,4,30.19,0.05,10.23,North,Delhi
ORD00340,2025-07-07,CUST0139,Office Chair,Furniture,5,858.22,0.0,232.9,East,Kolkata
ORD00132,2025-07-08,CUST0173,Notebook,Stationery,4,45.74,0.0,16.25,West,Mumbai
ORD00074,2025-07-08,CUST0043,Tablet,Electronics,5,1390.21,0.0,457.03,East,Kolkata
ORD00631,2025-07-08,CUST0204,Bookshelf,Furniture,5,565.58,0.2,68.44,North,Jaipur
ORD00348,2025-07-08,CUST0117,Headphones,Accessories,1,67.71,0.1,16.88,East,Kolkata
ORD00037,2025-07-09,CUST0073,Desk,Furniture,2,490.73,0.05,79.62,South,Hyderabad
ORD00077,2025-07-09,CUST0018,Webcam,Accessories,5,412.01,0.0,121.26,West,Mumbai
ORD00822,2025-07-10,CUST0004,Printer,Electronics,2,325.51,0.2,43.16,West,Surat
ORD00636,2025-07-10,CUST0106,Backpack,Bags,3,182.04,0.15,35.35,East,Patna
ORD00151,2025-07-10,CUST0208,Pen Set,Stationery,1,7.35,0.0,2.65,East,Kolkata
ORD00705,2025-07-10,CUST0116,Notebook,Stationery,3,29.72,0.1,3.45,West,Mumbai
ORD00448,2025-07-11,CUST0144,Backpack,Bags,1,60.77,0.15,2.63,East,Kolkata
ORD00861,2025-07-12,CUST0114,Bookshelf,Furniture,4,507.9,0.0,161.05,North,Delhi
ORD00305,2025-07-12,CUST0111,Bookshelf,Furniture,3,350.34,0.1,81.29,West,Mumbai
ORD00703,2025-07-12,CUST0161,Backpack,Bags,1,62.15,0.0,23.23,West,Ahmedabad
ORD00179,2025-07-12,CUST0165,Printer,Electronics,5,826.58,0.2,122.01,East,Bhubaneswar
ORD00897,2025-07-13,CUST0242,Printer,Electronics,2,373.5,0.0,128.34,West,Ahmedabad
ORD00995,2025-07-14,CUST0090,Tablet,Electronics,4,1084.83,0.05,185.11,North,Delhi
ORD00726,2025-07-14,CUST0084,Keyboard,Accessories,5,285.2,0.0,74.35,East,Kolkata
ORD00241,2025-07-14,CUST0038,Webcam,Accessories,2,148.23,0.15,18.5,North,Lucknow
ORD00046,2025-07-15,CUST0224,Tablet,Electronics,2,495.74,0.05,99.02,West,Surat
ORD00186,2025-07-15,CUST0129,Notebook,Stationery,5,53.59,0.1,13.32,South,Hyderabad
ORD00573,2025-07-15,CUST0163,Bookshelf,Furniture,5,647.66,0.0,212.72,East,Ranchi
ORD00360,2025-07-16,CUST0090,Headphones,Accessories,1,69.6,0.0,24.73,East,Bhubaneswar
ORD00515,2025-07-17,CUST0066,Pen Set,Stationery,3,23.4,0.1,2.37,South,Bengaluru
ORD00177,2025-07-17,CUST0073,Headphones,Accessories,3,217.34,0.0,58.34,West,Mumbai
ORD00924,2025-07-18,CUST0122,Tablet,Electronics,3,671.14,0.15,111.26,West,Mumbai
ORD00788,2025-07-18,CUST0096,Office Chair,Furniture,2,390.81,0.0,112.95,North,Lucknow
ORD00302,2025-07-19,CUST0174,Notebook,Stationery,3,36.46,0.0,9.72,East,Kolkata
ORD00599,2025-07-19,CUST0080,Smartphone,Electronics,5,2062.94,0.0,399.55,North,Jaipur
ORD00362,2025-07-20,CUST0076,Webcam,Accessories,3,255.91,0.0,71.17,West,Mumbai
ORD00715,2025-07-20,CUST0046,Tablet,Electronics,1,273.48,0.0,99.21,North,Lucknow
ORD01000,2025-07-21,CUST0138,Laptop,Electronics,4,2384.71,0.15,250.65,North,Ghaziabad
ORD00385,2025-07-21,CUST0020,Webcam,Accessories,1,66.41,0.15,15.89,West,Surat
ORD00386,2025-07-21,CUST0180,Backpack,Bags,2,124.58,0.0,26.14,North,Lucknow
ORD00069,2025-07-21,CUST0152,Printer,Electronics,4,833.07,0.0,227.57,East,Bhubaneswar
ORD00313,2025-07-22,CUST0086,Monitor,Electronics,4,815.85,0.0,308.92,East,Bhubaneswar
ORD00247,2025-07-22,CUST0210,Mouse,Accessories,1,26.4,0.15,4.78,West,Ahmedabad
ORD00907,2025-07-22,CUST0172,Printer,Electronics,3,496.09,0.15,98.92,North,Delhi
